name	sex	birthyear	height	weight	team	noc	games	year	season	city	sport	event	medal
Magdalena Urszula Mroczkiewicz	F	1980	179	65	Poland	POL	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Foil, Team	NA
Sran Mrvaljevi	M	1984	186	85	Montenegro	MNE	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Half-Middleweight	NA
Lenka Mrzilkov	F	1988	170	58	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Two Person Dinghy	NA
Isaiah Msibi	M	1984	170	62	Swaziland	SWZ	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 1,500 metres	NA
Joseph Walter Muaausa	M	1962	188	95	Samoa	SAM	2008 Summer	2008	Summer	Beijing	Archery	Archery Men's Individual	NA
Simona Muccioli	F	1984	nan	nan	San Marino	SMR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Butterfly	NA
Camille-Marie Manuella Muffat	F	1990	183	71	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	NA
Camille-Marie Manuella Muffat	F	1990	183	71	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Individual Medley	NA
Camille-Marie Manuella Muffat	F	1990	183	71	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 400 metres Individual Medley	NA
Carline Muir	F	1988	170	65	Canada	CAN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 400 metres	NA
Emir Mujinovi	M	1979	187	76	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Singles, Slalom	NA
Bheiglys Desiree Mujica Duarte	F	1990	162	60	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Softball	Softball Women's Softball	NA
Zhasulan Mukhtarbekuly	M	1984	166	55	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Featherweight, Freestyle	NA
Dilshod Mukhtarov	M	1975	174	68	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Air Pistol, 10 metres	NA
Dilshod Mukhtarov	M	1975	174	68	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Free Pistol, 50 metres	NA
Nedad Mulabegovi	M	1981	190	120	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Shot Put	NA
Mbulaeni Tongai Mulaudzi	M	1981	171	62	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 800 metres	NA
Eefke Marije Mulder	F	1978	177	63	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	Gold
Mandy Mulder	F	1987	170	61	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Three Person Keelboat	Silver
Teunis "Teun" Mulder	M	1981	182	87	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Sprint	NA
Teunis "Teun" Mulder	M	1981	182	87	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Keirin	NA
Teunis "Teun" Mulder	M	1981	182	87	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	NA
Joseph Mulema	M	1983	178	69	Cameroon	CMR	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Welterweight	NA
Landry Mulemo	M	1987	177	70	Belgium	BEL	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA
Anne Mller	F	1983	176	66	Germany	GER	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA
Aurlie Muller	F	1990	169	57	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 10 kilometres Open Water	NA
Beat Mller	M	1978	175	100	Switzerland	SUI	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	NA
Julia Mller	F	1986	170	71	Germany	GER	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA
Marie Muller	F	1985	163	53	Luxembourg	LUX	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Half-Lightweight	NA
Maximillian "Max" Mller	M	1987	185	80	Germany	GER	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	Gold
Nicole Muller	F	1989	163	47	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	NA
Janne Mller-Wieland	F	1987	175	69	Germany	GER	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA
Devin Mullings	M	1987	168	59	Bahamas	BAH	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Singles	NA
Devin Mullings	M	1987	168	59	Bahamas	BAH	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	NA
Marina Vladimirovna Mulyayeva	F	1981	177	65	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA
Yekaterina Nikolayevna Mulyuk-Timofeyeva	F	1977	162	53	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Individual	NA
lex Mumbr Murcia	M	1979	202	100	Spain	ESP	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	Silver
Shokir Muminov	M	1983	180	78	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Lightweight	NA
Vincent Mumo Kiilu	M	1982	163	56	Kenya	KEN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres	NA
Mun Pil-Hui	F	1983	168	62	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	Bronze
Mun Yeong-Hui	F	1983	170	62	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA
Juan Manuel Muoz Daz	M	1969	172	73	Spain	ESP	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Dressage, Individual	NA
Rafael "Rafa" Moz Prez	M	1988	190	77	Spain	ESP	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Butterfly	NA
Sergio Muoz Escribano	M	1990	171	69	Spain	ESP	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA
Sergio Muoz Escribano	M	1990	171	69	Spain	ESP	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Team All-Around	NA
Sergio Muoz Escribano	M	1990	171	69	Spain	ESP	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Floor Exercise	NA
Sergio Muoz Escribano	M	1990	171	69	Spain	ESP	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Parallel Bars	NA
Sergio Muoz Escribano	M	1990	171	69	Spain	ESP	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horizontal Bar	NA
Sergio Muoz Escribano	M	1990	171	69	Spain	ESP	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Rings	NA
Sergio Muoz Escribano	M	1990	171	69	Spain	ESP	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Pommelled Horse	NA
Silvia Muoz Escud	F	1980	160	54	Spain	ESP	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA
Hope Munro (Brown-)	F	1981	160	57	Australia	AUS	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA
Sebastin David Muntaner Juaneda	M	1983	187	84	Spain	ESP	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Pursuit, 4,000 metres	NA
Virgil Munteanu	M	1988	150	55	Romania	ROU	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Featherweight, Greco-Roman	NA
Simon Munyutu	M	1978	172	58	France	FRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA
Sharvani Gadzhikurbanovich Muradov	M	1985	182	96	Russia	RUS	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Heavyweight, Freestyle	Gold
Yoshihiro Murakami	M	1977	174	70	Japan	JPN	2008 Summer	2008	Summer	Beijing	Modern Pentathlon	Modern Pentathlon Men's Individual	NA
Yukifumi Murakami	M	1980	186	93	Japan	JPN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Javelin Throw	NA
Shuichi Murata	M	1981	177	88	Japan	JPN	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	NA
Tatyana Sergeyevna Muratova	F	1980	163	52	Russia	RUS	2008 Summer	2008	Summer	Beijing	Modern Pentathlon	Modern Pentathlon Women's Individual	NA
Vyacheslav Muravyov	M	1982	180	70	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA
Andrew Murdoch	M	1982	183	82	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's One Person Dinghy	NA
Fabiana de Almeida Murer	F	1981	172	58	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Pole Vault	NA
Murilo Endres	M	1981	190	76	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	Silver
Nataliya Andreyevna Murinovich	F	1985	170	59	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA
Koji Alexander Murofushi	M	1975	187	96	Japan	JPN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Hammer Throw	NA
Patrick Murphy	M	1984	190	88	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	Bronze
Patrick Murphy	M	1984	190	88	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Bronze
Andrew Barron "Andy" Murray	M	1987	190	83	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Singles	NA
Andrew Barron "Andy" Murray	M	1987	190	83	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	NA
Carolyn Murray	F	1977	172	58	Canada	CAN	2008 Summer	2008	Summer	Beijing	Triathlon	Triathlon Women's Olympic Distance	NA
Eric Gordon Murray	M	1982	195	98	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Fours	NA
Iain Gordon Murray	M	1958	183	110	Australia	AUS	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Two Person Keelboat	NA
James Robert "Jamie" Murray	M	1986	190	82	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	NA
Joseph "Joe" Murray	M	1987	173	54	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Bantamweight	NA
Ainhoa Mura Zubizarreta	F	1978	160	48	Spain	ESP	2008 Summer	2008	Summer	Beijing	Triathlon	Triathlon Women's Olympic Distance	NA
Stuart Musialik	M	1985	170	70	Australia	AUS	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA
Michaela Musilov	F	1990	170	57	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Air Pistol, 10 metres	NA
Michaela Musilov	F	1990	170	57	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Sporting Pistol, 25 metres	NA
Iaroslav Musinschi	M	1977	182	73	Moldova	MDA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA
Kemal Musluba	M	1978	175	78	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's One Person Dinghy	NA
Raul Must	M	1988	176	70	Estonia	EST	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Men's Singles	NA
Saara Johanna "Sara" Mustonen	F	1981	161	58	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Road Race, Individual	NA
David Vladimirovi Musubes	M	1972	186	113	Slovakia	SVK	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Super-Heavyweight, Freestyle	Bronze
Maddalena Musumeci	F	1976	170	65	Italy	ITA	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Women's Water Polo	NA
Marid Kamilyevich Mutalimov	M	1980	187	120	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Super-Heavyweight, Freestyle	Bronze
gnes Mutina	F	1988	170	61	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Freestyle	NA
gnes Mutina	F	1988	170	61	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	NA
Maria de Lurdes Mutola	F	1973	165	63	Mozambique	MOZ	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 800 metres	NA
Bahram Muzaffer	M	1986	188	81	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Light-Heavyweight	NA
Matthew Lidaywa Mwange	M	1979	201	86	Kenya	KEN	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Single Sculls	NA
Samwel Mwera Chegere	M	1979	178	65	Tanzania	TAN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 800 metres	NA
Alwyn Abraham Myburgh	M	1981	188	71	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres Hurdles	NA
Alwyn Abraham Myburgh	M	1981	188	71	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 400 metres Relay	NA
Lene Mykjland	F	1987	163	62	Norway	NOR	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA
Emmanouil Mylonakis	M	1985	185	75	Greece	GRE	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	NA
Rasmus Paul Myrgren	M	1979	175	83	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's One Person Dinghy	NA
Nadiya Mykolavna Myronyuk	F	1984	158	75	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Women's Heavyweight	NA
Ruslan Myrsatayev	M	1985	185	97	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Super-Heavyweight	NA
Galle Mys	F	1992	156	50	Belgium	BEL	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Individual All-Around	NA
Galle Mys	F	1992	156	50	Belgium	BEL	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Floor Exercise	NA
Galle Mys	F	1992	156	50	Belgium	BEL	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Uneven Bars	NA
Galle Mys	F	1992	156	50	Belgium	BEL	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Balance Beam	NA
Jana Mykov-Kluskov	F	1978	189	68	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Freestyle	NA
Elisavet "Elli" Mystakidou	F	1978	177	67	Greece	GRE	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Women's Welterweight	NA
Na Yubo	M	1981	166	65	China	CHN	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA
Ahmed Nabil Khader	M	1986	196	81	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's epee, Individual	NA
Mousa Nabipour	M	1984	212	105	Iran	IRI	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA
Khurshid Nabiyev	M	1986	180	90	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Middleweight	NA
Rachael Nachula	F	1990	164	60	Zambia	ZAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 400 metres	NA
Ahmed Nada	M	1987	nan	nan	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Butterfly	NA
Rafael Nadal Parera	M	1986	185	80	Spain	ESP	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Singles	Gold
Rafael Nadal Parera	M	1986	185	80	Spain-1	ESP	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	NA
Reza Naderian	M	1989	178	62	Iran	IRI	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Men's Flyweight	NA
Kiyofumi Nagai	M	1983	175	81	Japan	JPN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Keirin	Bronze
Kiyofumi Nagai	M	1983	175	81	Japan	JPN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	NA
Hiroyuki Nagao	M	1981	170	64	Japan	JPN	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, Slalom	NA
Yuki Nagasato-Ogimi	F	1987	168	60	Japan	JPN	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA
Yuto Nagatomo	M	1987	169	65	Japan	JPN	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA
Tomohiro Nagatsuka	M	1979	182	78	Japan	JPN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	NA
Mostafa Nagaty	M	1983	171	67	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's Foil, Individual	NA
Bjrn Nagel	M	1978	186	76	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Individual	NA
Bjrn Nagel	M	1978	186	76	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Team	NA
Orsolya Nagy	F	1978	162	56	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Sabre, Individual	NA
Rka Nagy	F	1987	180	62	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 800 metres Freestyle	NA
Naidangiin Otgonjargal	F	1980	160	55	Mongolia	MGL	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Women's Lightweight, Freestyle	NA
Naidangiin Tvshinbayar	M	1984	178	104	Mongolia	MGL	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Half-Heavyweight	Gold
Beata Nandjala Naigambo	F	1980	167	48	Namibia	NAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Marathon	NA
Tezdzhan Naimova	F	1987	166	58	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA
Masato Naito	M	1980	185	75	Japan	JPN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 110 metres Hurdles	NA
Miroslava Najdanovski	F	1988	183	65	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Freestyle	NA
Mai Nakagawa	F	1987	155	52	Japan	JPN	2008 Summer	2008	Summer	Beijing	Diving	Diving Women's Platform	NA
Miyuki Nakagawa	F	1987	161	53	Japan	JPN	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA
Hiroyuki Nakajima	M	1982	180	83	Japan	JPN	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	NA
Misato Nakamura	F	1989	157	52	Japan	JPN	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Half-Lightweight	Bronze
Reiko Nakamura	F	1982	166	55	Japan	JPN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Backstroke	NA
Reiko Nakamura	F	1982	166	55	Japan	JPN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Backstroke	Bronze
Reiko Nakamura	F	1982	166	55	Japan	JPN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 100 metres Medley Relay	NA
Yurika Nakamura	F	1986	166	48	Japan	JPN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Marathon	NA
Yuko Nakanishi	F	1981	165	54	Japan	JPN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Butterfly	NA
Yuko Nakanishi	F	1981	165	54	Japan	JPN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Butterfly	NA
Takashi Nakano	M	1984	173	64	Japan	JPN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Backstroke	NA
Takuya Nakase	M	1983	165	64	Japan	JPN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA
Takuya Nakase	M	1983	165	64	Japan	JPN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Team All-Around	Silver
Takuya Nakase	M	1983	165	64	Japan	JPN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Floor Exercise	NA
Takuya Nakase	M	1983	165	64	Japan	JPN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Parallel Bars	NA
Takuya Nakase	M	1983	165	64	Japan	JPN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horizontal Bar	NA
Takuya Nakase	M	1983	165	64	Japan	JPN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Rings	NA
Takuya Nakase	M	1983	165	64	Japan	JPN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Pommelled Horse	NA
Yukie Nakayama	F	1979	161	54	Japan	JPN	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Trap	NA
Sae Nakazawa	F	1983	167	77	Japan	JPN	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Half-Heavyweight	NA
Olivia Aya Nakitanda	F	1985	173	63	Uganda	UGA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA
David Pablo Nalbandian	M	1982	180	79	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Singles	NA
David Pablo Nalbandian	M	1982	180	79	Argentina-2	ARG	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	NA
Mattia Nalesso	M	1981	184	80	Italy	ITA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 100 metres Medley Relay	NA
Nam Dong-Hong	M	1984	180	70	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Modern Pentathlon	Modern Pentathlon Men's Individual	NA
Nam Hyeon-Hui	F	1982	155	46	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Foil, Individual	Silver
Nam Yu-Seon	F	1985	169	52	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 400 metres Individual Medley	NA
Namkhaidorjiin Bayarmaa	F	1978	160	63	Mongolia	MGL	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Women's Middleweight	NA
Antoinette Nana Djimou Ida	F	1985	174	69	France	FRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Heptathlon	NA
Gagan Narang	M	1983	180	115	India	IND	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Air Rifle, 10 metres	NA
Gagan Narang	M	1983	180	115	India	IND	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	NA
Gagan Narang	M	1983	180	115	India	IND	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Small-Bore Rifle, Prone, 50 metres	NA
Michael Naray	M	1970	178	75	Australia	AUS	2008 Summer	2008	Summer	Beijing	Archery	Archery Men's Individual	NA
Michael Naray	M	1970	178	75	Australia	AUS	2008 Summer	2008	Summer	Beijing	Archery	Archery Men's Team	NA
Daniel Narcisse	M	1980	189	93	France	FRA	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	Gold
Kenji Narisako	M	1984	185	74	Japan	JPN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres Hurdles	NA
Kenji Narisako	M	1984	185	74	Japan	JPN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 400 metres Relay	NA
Florian Naroska	M	1982	198	102	Germany	GER	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	NA
Oleksandr Anatoliyovych Nartov	M	1988	182	69	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's High Jump	NA
Philipp Naruhn	M	1983	195	96	Germany	GER	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxed Eights	NA
Yoshihisa Naruse	M	1986	180	86	Japan	JPN	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	NA
Andr Luiz da Silva Nascimento	M	1979	195	95	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	Silver
Olga Vladimirovna Nasedkina	F	1983	191	75	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA
Zakia Nassar	F	1987	162	60	Palestine	PLE	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA
Haidar Nasser Abdul Shaheed	M	1981	185	95	Iraq	IRQ	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Discus Throw	NA
Sandow Weldemar Nasution	M	1981	168	77	Indonesia	INA	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Middleweight	NA
